INFORMAÇÕES DO GUI
Tempo: 0 sec
[IDbola:0(  rad: 3, mass: 3, x: 5, y: 5, vx: -2.01655, vy: 9.64419 );
IDbola:546(  rad: 1, mass: 2, x: 505, y: 4605, vx: 6.54298, vy: -2.01711 );
IDbola:547(  rad: 3, mass: 9, x: 505, y: 4705, vx: -9.24952, vy: -5.24555 );
IDbola:548(  rad: 2, mass: 7, x: 505, y: 4805, vx: -8.12962, vy: -8.38594 );
IDbola:549(  rad: 3, mass: 1, x: 505, y: 4905, vx: 6.10064, vy: -1.30525 );
IDbola:550(  rad: 2, mass: 1, x: 505, y: 5005, vx: 4.71448, vy: 4.04063 );
IDbola:551(  rad: 1, mass: 7, x: 505, y: 5105, vx: -8.56478, vy: -1.40293 );
IDbola:552(  rad: 2, mass: 6, x: 505, y: 5205, vx: -5.32547, vy: 2.53833 );
IDbola:553(  rad: 1, mass: 5, x: 505, y: 5305, vx: -2.09572, vy: 8.20698 );
IDbola:554(  rad: 3, mass: 10, x: 505, y: 5405, vx: -4.83896, vy: 8.00772 );
IDbola:555(  rad: 2, mass: 2, x: 505, y: 5505, vx: -6.44525, vy: 7.45943 );
IDbola:556(  rad: 2, mass: 8, x: 505, y: 5605, vx: -0.35518, vy: 9.90235 );
IDbola:557(  rad: 2, mass: 8, x: 505, y: 5705, vx: -6.4429, vy: 1.64585 );
IDbola:558(  rad: 3, mass: 3, x: 505, y: 5805, vx: 8.40906, vy: 8.05657 );
IDbola:559(  rad: 3, mass: 1, x: 505, y: 5905, vx: 8.49158, vy: -8.87973 );
IDbola:560(  rad: 1, mass: 2, x: 505, y: 6005, vx: -7.16136, vy: -9.89201 );
IDbola:561(  rad: 3, mass: 7, x: 505, y: 6105, vx: 8.57721, vy: -4.00752 );
IDbola:562(  rad: 3, mass: 7, x: 505, y: 6205, vx: -7.18343, vy: -7.1627 );
IDbola:563(  rad: 2, mass: 9, x: 505, y: 6305, vx: 7.91423, vy: -9.95624 );
IDbola:564(  rad: 3, mass: 5, x: 505, y: 6405, vx: -3.4547, vy: 7.1167 );
IDbola:565(  rad: 1, mass: 6, x: 505, y: 6505, vx: 5.56671, vy: 8.40576 );
IDbola:566(  rad: 2, mass: 8, x: 505, y: 6605, vx: -5.33817, vy: -3.97276 );
IDbola:567(  rad: 3, mass: 9, x: 505, y: 6705, vx: -3.43011, vy: 4.38897 );
IDbola:568(  rad: 3, mass: 2, x: 505, y: 6805, vx: -6.31196, vy: 0.166192 );
IDbola:569(  rad: 3, mass: 5, x: 505, y: 6905, vx: -9.92509, vy: 0.857254 );
IDbola:570(  rad: 1, mass: 10, x: 505, y: 7005, vx: 1.23611, vy: 6.13931 );
IDbola:571(  rad: 3, mass: 6, x: 505, y: 7105, vx: -1.9371, vy: 2.31151 );
IDbola:572(  rad: 3, mass: 1, x: 505, y: 7205, vx: -3.88965, vy: 1.58228 );
IDbola:573(  rad: 1, mass: 7, x: 505, y: 7305, vx: -6.74861, vy: 7.37291 );
IDbola:574(  rad: 2, mass: 10, x: 505, y: 7405, vx: 7.57863, vy: -4.42347 );
IDbola:575(  rad: 2, mass: 9, x: 505, y: 7505, vx: -7.73008, vy: 7.72839 );
IDbola:576(  rad: 3, mass: 9, x: 505, y: 7605, vx: -1.17837, vy: -4.82739 );
IDbola:577(  rad: 2, mass: 8, x: 505, y: 7705, vx: -3.48685, vy: -3.86227 );
IDbola:578(  rad: 2, mass: 7, x: 505, y: 7805, vx: 0.449013, vy: -3.91207 );
IDbola:579(  rad: 1, mass: 2, x: 505, y: 7905, vx: -0.36211, vy: 1.07237 );
IDbola:580(  rad: 3, mass: 2, x: 505, y: 8005, vx: 4.4447, vy: -7.82759 );
IDbola:581(  rad: 2, mass: 6, x: 505, y: 8105, vx: -7.41129, vy: 1.21564 );
IDbola:582(  rad: 3, mass: 8, x: 505, y: 8205, vx: 8.21038, vy: 6.45357 );
IDbola:583(  rad: 1, mass: 10, x: 505, y: 8305, vx: -6.85465, vy: 1.21193 );
IDbola:584(  rad: 2, mass: 10, x: 505, y: 8405, vx: 2.6379, vy: 0.656911 );
IDbola:585(  rad: 3, mass: 5, x: 505, y: 8505, vx: 5.09035, vy: -0.270014 );
IDbola:586(  rad: 1, mass: 4, x: 505, y: 8605, vx: -1.26207, vy: 2.16837 );
IDbola:587(  rad: 2, mass: 4, x: 505, y: 8705, vx: 0.903349, vy: -3.12876 );
IDbola:588(  rad: 1, mass: 2, x: 505, y: 8805, vx: -1.23464, vy: 2.14359 );
IDbola:589(  rad: 2, mass: 4, x: 505, y: 8905, vx: -0.170602, vy: 8.02702 );
IDbola:590(  rad: 3, mass: 9, x: 505, y: 9005, vx: -9.42095, vy: 9.06921 );
IDbola:591(  rad: 3, mass: 4, x: 505, y: 9105, vx: 4.05716, vy: 5.37464 );
IDbola:592(  rad: 3, mass: 9, x: 505, y: 9205, vx: -4.88534, vy: -8.65396 );
IDbola:593(  rad: 1, mass: 6, x: 505, y: 9305, vx: 8.9902, vy: 1.23273 );
IDbola:594(  rad: 2, mass: 7, x: 505, y: 9405, vx: 2.80698, vy: 0.460948 );
IDbola:595(  rad: 3, mass: 9, x: 505, y: 9505, vx: 6.80522, vy: -2.93217 );
IDbola:596(  rad: 3, mass: 2, x: 505, y: 9605, vx: -0.358024, vy: -4.91836 );
IDbola:597(  rad: 2, mass: 1, x: 505, y: 9705, vx: -8.82305, vy: -1.61267 );
IDbola:598(  rad: 3, mass: 2, x: 505, y: 9805, vx: 0.697832, vy: -4.89876 );
IDbola:599(  rad: 1, mass: 3, x: 505, y: 9905, vx: 3.76104, vy: 3.32799 );
IDbola:600(  rad: 1, mass: 8, x: 605, y: 5, vx: -8.68618, vy: 0.39786 );
IDbola:601(  rad: 2, mass: 3, x: 605, y: 105, vx: 3.06757, vy: 1.06551 );
IDbola:602(  rad: 3, mass: 4, x: 605, y: 205, vx: 1.68828, vy: -8.07354 );
IDbola:603(  rad: 2, mass: 6, x: 605, y: 305, vx: 4.48904, vy: -2.29872 );
IDbola:604(  rad: 1, mass: 3, x: 605, y: 405, vx: -8.33214, vy: -9.11927 );
IDbola:605(  rad: 3, mass: 5, x: 605, y: 505, vx: 3.39469, vy: 0.0953592 );
IDbola:606(  rad: 2, mass: 2, x: 605, y: 605, vx: 4.93529, vy: 9.12934 );
IDbola:607(  rad: 3, mass: 6, x: 605, y: 705, vx: -9.39523, vy: -0.693627 );
IDbola:608(  rad: 1, mass: 6, x: 605, y: 805, vx: 0.802517, vy: -3.94731 );
IDbola:609(  rad: 3, mass: 6, x: 605, y: 905, vx: 9.69346, vy: -9.38558 );
IDbola:610(  rad: 1, mass: 4, x: 605, y: 1005, vx: -7.9353, vy: 5.75991 );
IDbola:611(  rad: 3, mass: 3, x: 605, y: 1105, vx: -6.05289, vy: 8.16131 );
IDbola:612(  rad: 2, mass: 4, x: 605, y: 1205, vx: -2.75236, vy: 1.00312 );
IDbola:613(  rad: 1, mass: 5, x: 605, y: 1305, vx: -5.72458, vy: 4.40953 );
IDbola:614(  rad: 1, mass: 6, x: 605, y: 1405, vx: -0.53733, vy: 0.494838 );
IDbola:615(  rad: 2, mass: 7, x: 605, y: 1505, vx: 9.37118, vy: -1.24642 );
IDbola:616(  rad: 3, mass: 10, x: 605, y: 1605, vx: 1.52497, vy: -5.33853 );
IDbola:617(  rad: 1, mass: 4, x: 605, y: 1705, vx: 7.70603, vy: 8.07258 );
IDbola:618(  rad: 1, mass: 4, x: 605, y: 1805, vx: -3.03129, vy: -8.0204 );
IDbola:619(  rad: 2, mass: 4, x: 605, y: 1905, vx: -2.83128, vy: 2.20733 );
IDbola:620(  rad: 1, mass: 1, x: 605, y: 2005, vx: 8.47077, vy: -1.35214 );
IDbola:621(  rad: 1, mass: 3, x: 605, y: 2105, vx: -7.61401, vy: -9.8124 );
IDbola:622(  rad: 3, mass: 4, x: 605, y: 2205, vx: 6.63041, vy: -5.60705 );
IDbola:623(  rad: 2, mass: 10, x: 605, y: 2305, vx: -8.19978, vy: -6.08621 );
IDbola:624(  rad: 3, mass: 2, x: 605, y: 2405, vx: 6.75093, vy: 5.82128 );
IDbola:625(  rad: 1, mass: 2, x: 605, y: 2505, vx: 5.86827, vy: 6.90363 );
IDbola:626(  rad: 2, mass: 9, x: 605, y: 2605, vx: 3.80498, vy: -3.96506 );
IDbola:627(  rad: 3, mass: 6, x: 605, y: 2705, vx: 5.1263, vy: -4.07918 );
IDbola:628(  rad: 1, mass: 1, x: 605, y: 2805, vx: -9.64903, vy: -2.57091 );
IDbola:629(  rad: 2, mass: 9, x: 605, y: 2905, vx: -7.20546, vy: -3.06883 );
IDbola:630(  rad: 2, mass: 5, x: 605, y: 3005, vx: 9.94884, vy: 0.453789 );
IDbola:631(  rad: 2, mass: 3, x: 605, y: 3105, vx: -2.21462, vy: -7.40368 );
IDbola:632(  rad: 2, mass: 9, x: 605, y: 3205, vx: 4.93345, vy: 6.06783 );
IDbola:633(  rad: 1, mass: 9, x: 605, y: 3305, vx: 4.25787, vy: -8.24412 );
IDbola:634(  rad: 2, mass: 6, x: 605, y: 3405, vx: 3.1636, vy: -0.340605 );
IDbola:635(  rad: 3, mass: 3, x: 605, y: 3505, vx: 3.85449, vy: -0.709324 );
IDbola:636(  rad: 2, mass: 9, x: 605, y: 3605, vx: 7.31339, vy: 4.66223 );
IDbola:637(  rad: 1, mass: 2, x: 605, y: 3705, vx: -1.56197, vy: -5.57918 );
IDbola:638(  rad: 3, mass: 10, x: 605, y: 3805, vx: 3.407, vy: 6.93415 );
IDbola:639(  rad: 2, mass: 2, x: 605, y: 3905, vx: 5.11354, vy: -6.85018 );
IDbola:640(  rad: 1, mass: 10, x: 605, y: 4005, vx: -6.68185, vy: 3.59094 );
IDbola:641(  rad: 3, mass: 9, x: 605, y: 4105, vx: -0.288689, vy: 3.61313 );
IDbola:642(  rad: 2, mass: 9, x: 605, y: 4205, vx: -5.88782, vy: 4.31896 );
IDbola:643(  rad: 3, mass: 8, x: 605, y: 4305, vx: 3.9348, vy: -2.41172 );
IDbola:644(  rad: 2, mass: 7, x: 605, y: 4405, vx: 2.89325, vy: -7.85023 );
IDbola:645(  rad: 2, mass: 1, x: 605, y: 4505, vx: -1.34128, vy: 5.00855 );
IDbola:646(  rad: 3, mass: 6, x: 605, y: 4605, vx: 3.02618, vy: -0.455272 );
IDbola:647(  rad: 2, mass: 1, x: 605, y: 4705, vx: 9.5441, vy: -9.25707 );
IDbola:648(  rad: 1, mass: 9, x: 605, y: 4805, vx: -3.35579, vy: -3.87818 );
IDbola:649(  rad: 3, mass: 4, x: 605, y: 4905, vx: 2.78915, vy: -1.56687 );
IDbola:650(  rad: 2, mass: 3, x: 605, y: 5005, vx: 7.20596, vy: -6.46567 );
IDbola:651(  rad: 2, mass: 2, x: 605, y: 5105, vx: -4.46324, vy: -3.80919 );
IDbola:652(  rad: 2, mass: 1, x: 605, y: 5205, vx: -8.87433, vy: 8.4835 );
IDbola:653(  rad: 1, mass: 2, x: 605, y: 5305, vx: 5.08004, vy: -2.41304 );
IDbola:654(  rad: 1, mass: 7, x: 605, y: 5405, vx: -9.38579, vy: 8.00348 );
IDbola:655(  rad: 3, mass: 5, x: 605, y: 5505, vx: -9.8909, vy: 6.65258 );
IDbola:656(  rad: 1, mass: 7, x: 605, y: 5605, vx: -3.02287, vy: -2.2209 );
IDbola:657(  rad: 1, mass: 10, x: 605, y: 5705, vx: -9.57622, vy: 5.60892 );
IDbola:658(  rad: 3, mass: 9, x: 605, y: 5805, vx: 6.94126, vy: 7.97119 );
IDbola:659(  rad: 1, mass: 6, x: 605, y: 5905, vx: -5.13711, vy: 1.11726 );
IDbola:660(  rad: 2, mass: 6, x: 605, y: 6005, vx: 9.50725, vy: -6.88913 );
IDbola:661(  rad: 3, mass: 8, x: 605, y: 6105, vx: 7.48242, vy: -5.77145 );
IDbola:662(  rad: 3, mass: 6, x: 605, y: 6205, vx: 0.460311, vy: -3.43564 );
IDbola:663(  rad: 2, mass: 9, x: 605, y: 6305, vx: -8.47785, vy: 4.52065 );
IDbola:664(  rad: 3, mass: 10, x: 605, y: 6405, vx: -7.45068, vy: -0.588332 );
IDbola:665(  rad: 3, mass: 10, x: 605, y: 6505, vx: 8.35428, vy: 8.0411 );
IDbola:666(  rad: 2, mass: 9, x: 605, y: 6605, vx: 8.16827, vy: -0.602867 );
IDbola:667(  rad: 1, mass: 5, x: 605, y: 6705, vx: -4.08457, vy: 6.0037 );
IDbola:668(  rad: 1, mass: 5, x: 605, y: 6805, vx: 6.88721, vy: 1.78269 );
IDbola:669(  rad: 3, mass: 7, x: 605, y: 6905, vx: -4.53121, vy: 9.74394 );
IDbola:670(  rad: 2, mass: 4, x: 605, y: 7005, vx: -2.52208, vy: 0.266359 );
IDbola:671(  rad: 3, mass: 2, x: 605, y: 7105, vx: -2.55271, vy: -4.36026 );
IDbola:672(  rad: 2, mass: 8, x: 605, y: 7205, vx: 9.035, vy: -7.61222 );
IDbola:673(  rad: 3, mass: 1, x: 605, y: 7305, vx: 7.95383, vy: 9.61821 );
IDbola:674(  rad: 3, mass: 5, x: 605, y: 7405, vx: -5.13036, vy: -6.58936 );
IDbola:675(  rad: 2, mass: 6, x: 605, y: 7505, vx: -9.65066, vy: 1.1494 );
IDbola:676(  rad: 1, mass: 9, x: 605, y: 7605, vx: -0.335127, vy: 8.56644 );
IDbola:677(  rad: 2, mass: 5, x: 605, y: 7705, vx: 4.8719, vy: 4.51059 );
IDbola:678(  rad: 1, mass: 5, x: 605, y: 7805, vx: 1.04322, vy: -4.54921 );
IDbola:679(  rad: 1, mass: 9, x: 605, y: 7905, vx: -9.00266, vy: 1.87634 );
IDbola:680(  rad: 3, mass: 4, x: 605, y: 8005, vx: 0.0978613, vy: 4.34733 );
IDbola:681(  rad: 3, mass: 4, x: 605, y: 8105, vx: 1.70913, vy: -5.98232 );
IDbola:682(  rad: 1, mass: 9, x: 605, y: 8205, vx: 2.1484, vy: 6.04853 );
IDbola:683(  rad: 1, mass: 2, x: 605, y: 8305, vx: -8.24264, vy: 2.98781 );
IDbola:684(  rad: 2, mass: 3, x: 605, y: 8405, vx: -2.14042, vy: 7.68202 );
IDbola:685(  rad: 3, mass: 5, x: 605, y: 8505, vx: 5.73314, vy: -2.17076 );
IDbola:686(  rad: 3, mass: 10, x: 605, y: 8605, vx: -5.96768, vy: 8.38929 );
IDbola:687(  rad: 1, mass: 6, x: 605, y: 8705, vx: 9.86123, vy: -7.19972 );
IDbola:688(  rad: 2, mass: 9, x: 605, y: 8805, vx: -9.38274, vy: -8.6061 );
IDbola:689(  rad: 3, mass: 10, x: 605, y: 8905, vx: 7.85703, vy: -7.94188 );
IDbola:690(  rad: 3, mass: 9, x: 605, y: 9005, vx: 0.764446, vy: 1.54589 );
IDbola:691(  rad: 3, mass: 6, x: 605, y: 9105, vx: -7.05948, vy: 2.67636 );
IDbola:692(  rad: 3, mass: 8, x: 605, y: 9205, vx: -4.97287, vy: -7.30931 );
IDbola:693(  rad: 1, mass: 9, x: 605, y: 9305, vx: -1.07614, vy: 3.71347 );
IDbola:694(  rad: 3, mass: 8, x: 605, y: 9405, vx: -3.1144, vy: 9.2744 );
IDbola:695(  rad: 1, mass: 9, x: 605, y: 9505, vx: -8.05544, vy: 1.98804 );
IDbola:696(  rad: 3, mass: 9, x: 605, y: 9605, vx: -5.25156, vy: 8.45409 );
IDbola:697(  rad: 1, mass: 9, x: 605, y: 9705, vx: -6.47619, vy: -0.377158 );
IDbola:698(  rad: 3, mass: 5, x: 605, y: 9805, vx: 6.29095, vy: 6.55391 );
IDbola:699(  rad: 2, mass: 8, x: 605, y: 9905, vx: -7.86771, vy: 6.66067 );
IDbola:700(  rad: 2, mass: 7, x: 705, y: 5, vx: -2.62956, vy: -1.51024 );
IDbola:701(  rad: 3, mass: 5, x: 705, y: 105, vx: -2.23395, vy: -4.88345 );
IDbola:702(  rad: 3, mass: 3, x: 705, y: 205, vx: -3.48418, vy: -1.90146 );
IDbola:703(  rad: 2, mass: 7, x: 705, y: 305, vx: -1.91935, vy: 7.42283 );
IDbola:704(  rad: 2, mass: 5, x: 705, y: 405, vx: -1.77207, vy: 1.20542 );
IDbola:705(  rad: 3, mass: 4, x: 705, y: 505, vx: 4.11091, vy: 9.38945 );
IDbola:706(  rad: 2, mass: 3, x: 705, y: 605, vx: -3.28533, vy: 0.489711 );
IDbola:707(  rad: 1, mass: 9, x: 705, y: 705, vx: -2.84834, vy: 1.14558 );
IDbola:708(  rad: 3, mass: 10, x: 705, y: 805, vx: -0.832458, vy: -7.93674 );
IDbola:709(  rad: 2, mass: 5, x: 705, y: 905, vx: 7.27236, vy: 8.84811 );
IDbola:710(  rad: 3, mass: 6, x: 705, y: 1005, vx: -8.48949, vy: 2.34914 );
IDbola:711(  rad: 2, mass: 5, x: 705, y: 1105, vx: -3.37972, vy: 4.46517 );
IDbola:712(  rad: 3, mass: 10, x: 705, y: 1205, vx: -3.46899, vy: 3.56291 );
IDbola:713(  rad: 2, mass: 7, x: 705, y: 1305, vx: -0.381434, vy: 7.6034 );
IDbola:714(  rad: 3, mass: 5, x: 705, y: 1405, vx: 8.54193, vy: 8.53263 );
IDbola:715(  rad: 1, mass: 3, x: 705, y: 1505, vx: -5.51167, vy: -2.12021 );
IDbola:716(  rad: 3, mass: 7, x: 705, y: 1605, vx: -3.21332, vy: -8.95335 );
IDbola:717(  rad: 2, mass: 8, x: 705, y: 1705, vx: -3.21769, vy: 0.281053 );
IDbola:718(  rad: 3, mass: 4, x: 705, y: 1805, vx: -7.31788, vy: -2.76088 );
IDbola:719(  rad: 1, mass: 4, x: 705, y: 1905, vx: 7.56967, vy: 8.99519 );
IDbola:720(  rad: 3, mass: 3, x: 705, y: 2005, vx: -7.03757, vy: -5.52363 );
IDbola:721(  rad: 1, mass: 6, x: 705, y: 2105, vx: 6.72562, vy: 1.28965 );
IDbola:722(  rad: 3, mass: 9, x: 705, y: 2205, vx: 1.08091, vy: 0.851729 );
IDbola:723(  rad: 1, mass: 10, x: 705, y: 2305, vx: -2.45796, vy: -6.00348 );
IDbola:724(  rad: 3, mass: 8, x: 705, y: 2405, vx: 8.31364, vy: 1.71602 );
IDbola:725(  rad: 3, mass: 5, x: 705, y: 2505, vx: -6.30448, vy: 9.45072 );
IDbola:726(  rad: 3, mass: 5, x: 705, y: 2605, vx: -0.911117, vy: 2.24405 );
IDbola:727(  rad: 2, mass: 3, x: 705, y: 2705, vx: 8.47157, vy: -5.83509 );
IDbola:728(  rad: 2, mass: 3, x: 705, y: 2805, vx: -0.727494, vy: -9.90072 );
IDbola:729(  rad: 1, mass: 7, x: 705, y: 2905, vx: 4.71188, vy: -0.988517 );
IDbola:730(  rad: 1, mass: 3, x: 705, y: 3005, vx: 3.47115, vy: 0.811615 );
IDbola:731(  rad: 3, mass: 3, x: 705, y: 3105, vx: 4.85667, vy: 3.03578 );
IDbola:732(  rad: 3, mass: 1, x: 705, y: 3205, vx: -9.05636, vy: -7.2382 );
IDbola:733(  rad: 1, mass: 4, x: 705, y: 3305, vx: 8.76156, vy: -8.18298 );
IDbola:734(  rad: 1, mass: 2, x: 705, y: 3405, vx: -9.38144, vy: 9.71206 );
IDbola:735(  rad: 2, mass: 7, x: 705, y: 3505, vx: -8.12992, vy: 4.45909 );
IDbola:736(  rad: 2, mass: 10, x: 705, y: 3605, vx: -4.93022, vy: 5.80969 );
IDbola:737(  rad: 1, mass: 3, x: 705, y: 3705, vx: -5.11447, vy: 9.00198 );
IDbola:738(  rad: 3, mass: 2, x: 705, y: 3805, vx: -0.0845228, vy: 5.37951 );
IDbola:739(  rad: 2, mass: 4, x: 705, y: 3905, vx: 9.09156, vy: 3.46227 );
IDbola:740(  rad: 2, mass: 8, x: 705, y: 4005, vx: 6.08729, vy: -4.03701 );
IDbola:741(  rad: 2, mass: 2, x: 705, y: 4105, vx: 9.00743, vy: -1.4368 );
IDbola:742(  rad: 1, mass: 9, x: 705, y: 4205, vx: -1.55363, vy: 8.26894 );
IDbola:743(  rad: 3, mass: 8, x: 705, y: 4305, vx: 4.21547, vy: 3.51684 );
IDbola:744(  rad: 1, mass: 7, x: 705, y: 4405, vx: -6.62543, vy: -0.854624 );
IDbola:745(  rad: 1, mass: 3, x: 705, y: 4505, vx: 3.32736, vy: 8.59534 );
IDbola:746(  rad: 3, mass: 3, x: 705, y: 4605, vx: -6.97079, vy: -9.09435 );
IDbola:747(  rad: 3, mass: 3, x: 705, y: 4705, vx: 5.76249, vy: -8.90782 );
IDbola:748(  rad: 3, mass: 6, x: 705, y: 4805, vx: -9.71134, vy: -0.776373 );
IDbola:749(  rad: 2, mass: 7, x: 705, y: 4905, vx: -8.48807, vy: 1.57742 );
IDbola:750(  rad: 3, mass: 5, x: 705, y: 5005, vx: -2.5399, vy: -3.19329 );
IDbola:751(  rad: 1, mass: 8, x: 705, y: 5105, vx: -6.16709, vy: 0.0321904 );
IDbola:752(  rad: 2, mass: 2, x: 705, y: 5205, vx: 4.63052, vy: 3.26064 );
IDbola:753(  rad: 2, mass: 9, x: 705, y: 5305, vx: 7.95309, vy: -9.0072 );
IDbola:754(  rad: 1, mass: 4, x: 705, y: 5405, vx: -5.52462, vy: 2.5438 );
IDbola:755(  rad: 1, mass: 7, x: 705, y: 5505, vx: -2.18062, vy: -1.94942 );
IDbola:756(  rad: 3, mass: 8, x: 705, y: 5605, vx: 1.89747, vy: 8.33621 );
IDbola:757(  rad: 3, mass: 7, x: 705, y: 5705, vx: -7.40977, vy: 3.6058 );
IDbola:758(  rad: 2, mass: 1, x: 705, y: 5805, vx: 9.6305, vy: 1.90592 );
IDbola:759(  rad: 3, mass: 2, x: 705, y: 5905, vx: 4.36697, vy: -7.62695 );
IDbola:760(  rad: 1, mass: 2, x: 705, y: 6005, vx: 5.24662, vy: -0.371491 );
IDbola:761(  rad: 3, mass: 6, x: 705, y: 6105, vx: -7.66907, vy: -0.309574 );
IDbola:762(  rad: 3, mass: 4, x: 705, y: 6205, vx: 2.94536, vy: 3.02962 );
IDbola:763(  rad: 3, mass: 6, x: 705, y: 6305, vx: 1.613, vy: -2.14657 );
IDbola:764(  rad: 2, mass: 3, x: 705, y: 6405, vx: -0.86835, vy: 3.66977 );
IDbola:765(  rad: 3, mass: 4, x: 705, y: 6505, vx: -8.94231, vy: -8.36649 );
IDbola:766(  rad: 1, mass: 9, x: 705, y: 6605, vx: 5.40663, vy: -6.21926 );
IDbola:767(  rad: 1, mass: 10, x: 705, y: 6705, vx: -4.11226, vy: 6.99334 );
IDbola:768(  rad: 1, mass: 4, x: 705, y: 6805, vx: -9.88627, vy: -2.84886 );
IDbola:769(  rad: 2, mass: 9, x: 705, y: 6905, vx: 6.79301, vy: -6.58426 );
IDbola:770(  rad: 1, mass: 5, x: 705, y: 7005, vx: 5.78422, vy: 4.22767 );
IDbola:771(  rad: 2, mass: 7, x: 705, y: 7105, vx: 4.23486, vy: 3.83922 );
IDbola:772(  rad: 1, mass: 9, x: 705, y: 7205, vx: -4.21292, vy: -8.14537 );
IDbola:773(  rad: 2, mass: 8, x: 705, y: 7305, vx: 3.6033, vy: -2.05655 );
IDbola:774(  rad: 3, mass: 8, x: 705, y: 7405, vx: 6.73211, vy: 7.34388 );
IDbola:775(  rad: 3, mass: 2, x: 705, y: 7505, vx: 4.21463, vy: -2.2014 );
IDbola:776(  rad: 3, mass: 8, x: 705, y: 7605, vx: 2.79788, vy: -7.61114 );
IDbola:777(  rad: 2, mass: 3, x: 705, y: 7705, vx: 2.25522, vy: -0.639466 );
IDbola:778(  rad: 1, mass: 5, x: 705, y: 7805, vx: -8.51205, vy: -2.73971 );
IDbola:779(  rad: 1, mass: 8, x: 705, y: 7905, vx: 5.49016, vy: -7.0048 );
IDbola:780(  rad: 2, mass: 4, x: 705, y: 8005, vx: -5.59471, vy: 0.830439 );
IDbola:781(  rad: 2, mass: 8, x: 705, y: 8105, vx: -1.03942, vy: -3.95072 );
IDbola:782(  rad: 3, mass: 1, x: 705, y: 8205, vx: 5.45328, vy: -3.78107 );
IDbola:783(  rad: 3, mass: 1, x: 705, y: 8305, vx: 4.3441, vy: 2.0645 );
IDbola:784(  rad: 2, mass: 5, x: 705, y: 8405, vx: 0.148375, vy: -9.60383 );
IDbola:785(  rad: 3, mass: 6, x: 705, y: 8505, vx: 5.38118, vy: -1.25679 );
IDbola:786(  rad: 3, mass: 4, x: 705, y: 8605, vx: 5.83394, vy: -0.3885 );
IDbola:787(  rad: 2, mass: 7, x: 705, y: 8705, vx: 1.58754, vy: 6.44591 );
IDbola:788(  rad: 2, mass: 4, x: 705, y: 8805, vx: -2.20486, vy: -1.39301 );
IDbola:789(  rad: 2, mass: 2, x: 705, y: 8905, vx: 5.52852, vy: 6.67959 );
IDbola:790(  rad: 3, mass: 2, x: 705, y: 9005, vx: -0.0183873, vy: 0.618843 );
IDbola:791(  rad: 3, mass: 4, x: 705, y: 9105, vx: -2.49599, vy: 9.43747 );
IDbola:792(  rad: 3, mass: 4, x: 705, y: 9205, vx: -6.39288, vy: -1.44151 );
IDbola:793(  rad: 3, mass: 7, x: 705, y: 9305, vx: -4.44503, vy: -5.65915 );
IDbola:794(  rad: 3, mass: 3, x: 705, y: 9405, vx: -2.69163, vy: -5.67256 );
IDbola:795(  rad: 2, mass: 4, x: 705, y: 9505, vx: -6.0972, vy: -8.82815 );
IDbola:796(  rad: 2, mass: 4, x: 705, y: 9605, vx: -7.66788, vy: -4.82693 );
IDbola:797(  rad: 3, mass: 10, x: 705, y: 9705, vx: -4.23811, vy: 6.80918 );
IDbola:798(  rad: 2, mass: 2, x: 705, y: 9805, vx: 7.45544, vy: -0.366198 );
IDbola:799(  rad: 2, mass: 8, x: 705, y: 9905, vx: -2.0633, vy: 8.99862 );
IDbola:800(  rad: 2, mass: 7, x: 805, y: 5, vx: 6.1562, vy: 2.11377 );
IDbola:801(  rad: 1, mass: 9, x: 805, y: 105, vx: 3.52257, vy: -7.58662 );
IDbola:802(  rad: 3, mass: 7, x: 805, y: 205, vx: -8.43841, vy: -2.37376 );
IDbola:803(  rad: 1, mass: 9, x: 805, y: 305, vx: 5.83027, vy: 7.7422 );
IDbola:804(  rad: 1, mass: 8, x: 805, y: 405, vx: -0.376352, vy: -8.58339 );
IDbola:805(  rad: 2, mass: 5, x: 805, y: 505, vx: -0.927224, vy: 3.00849 );
IDbola:806(  rad: 2, mass: 10, x: 805, y: 605, vx: -1.0135, vy: -6.31963 );
IDbola:807(  rad: 1, mass: 1, x: 805, y: 705, vx: -2.09683, vy: 9.70978 );
IDbola:808(  rad: 3, mass: 4, x: 805, y: 805, vx: 4.83129, vy: 6.84785 );
IDbola:809(  rad: 2, mass: 4, x: 805, y: 905, vx: -1.50504, vy: 6.88844 );
IDbola:810(  rad: 3, mass: 2, x: 805, y: 1005, vx: -4.68192, vy: 6.9807 );
IDbola:811(  rad: 3, mass: 4, x: 805, y: 1105, vx: -3.43573, vy: -1.8575 );
IDbola:812(  rad: 1, mass: 8, x: 805, y: 1205, vx: 4.16125, vy: 4.56044 );
IDbola:813(  rad: 1, mass: 3, x: 805, y: 1305, vx: 0.133463, vy: 9.14523 );
IDbola:814(  rad: 3, mass: 6, x: 805, y: 1405, vx: -6.03967, vy: -3.28511 );
IDbola:815(  rad: 1, mass: 8, x: 805, y: 1505, vx: 6.2004, vy: 6.54268 );
IDbola:816(  rad: 1, mass: 5, x: 805, y: 1605, vx: 7.37708, vy: 8.06031 );
IDbola:817(  rad: 1, mass: 5, x: 805, y: 1705, vx: 8.15647, vy: -5.62638 );
IDbola:818(  rad: 3, mass: 2, x: 805, y: 1805, vx: -0.304448, vy: 7.67987 );
